scenario_boats_1_geopos_latitude,boats_1_safetyradius,min_ttc,max_ttc_metric,cri_metric,dcpa,tcpa,ship_domain_overlap
-0.0054000000000000055,550,,0.0,0.914108355305225,107.26615607298645,0.19793537905820158,0.08104192735343384
-0.0054000000000000055,640,0.0,100.0,0.914108355305225,107.26615607298645,0.19793537905820158,0.08104192735343384
-0.0054000000000000055,730,0.0,100.0,0.914108355305225,107.26615607298645,0.19793537905820158,0.08104192735343384
-0.0054000000000000055,820,0.0,100.0,0.914108355305225,107.26615607298645,0.19793537905820158,0.08104192735343384
-0.0054000000000000055,910,0.0,100.0,0.914108355305225,107.26615607298645,0.19793537905820158,0.08104192735343384
-0.0054000000000000055,1000,0.0,100.0,0.914108355305225,107.26615607298645,0.19793537905820158,0.08104192735343384
0.026999999999999986,550,1716.0608269531033,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,640,1657.7224324447927,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,820,1541.052410002692,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,910,1482.7194650667047,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,280,1891.1143381586585,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,370,1832.7522963640176,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,460,1774.4031872250282,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,730,1599.3865660116765,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,190,1949.5063816995903,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,1000,1424.3874089978526,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.026999999999999986,100,2007.9992659537502,0.0,0.914108355305225,11.520060196851547,0.19785311173414394,0.08104192735343384
0.02159999999999999,910,1129.176886452114,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,820,1187.5069764100447,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,730,1245.837587488482,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,640,1304.1689345245686,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,550,1362.5013692667626,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,280,1537.5151588766219,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,370,1479.17255391611,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,190,1595.8706560750409,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,460,1420.8355101154868,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,1000,1070.8471789825182,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.02159999999999999,100,1654.2693879623869,0.0,0.914108355305225,7.557438423081585,0.19788396198094282,0.08104192735343384
0.01619999999999999,730,910.8605375862522,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,910,793.9308792583682,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,820,852.380901390319,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,640,969.3820729776368,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,550,1027.9656982831873,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,460,1086.6471152930533,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,370,1145.4960736135622,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,280,1204.6701669618235,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,1000,735.5025646429076,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,190,1264.620720722466,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.01619999999999999,100,1327.467639837787,0.0,0.914108355305225,56.773482427818195,0.1979079566172239,0.08104192735343384
0.010799999999999987,730,609.2564903375438,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,820,550.8858707051002,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,550,726.0385981179927,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,640,667.6388571677189,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,910,492.5235650141716,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,460,784.4656209923692,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,280,901.5020738810673,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,370,842.9391494005196,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,1000,434.16735938994833,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,190,960.2738560195859,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.010799999999999987,100,1019.7646986694571,0.0,0.914108355305225,30.158063955098875,0.1979250956435766,0.08104192735343384
0.005399999999999992,910,0.0,100.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
0.005399999999999992,640,0.0,100.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
0.005399999999999992,820,0.0,100.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
0.005399999999999992,550,496.6673832793753,0.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
0.005399999999999992,730,0.0,100.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
0.005399999999999992,460,555.2281611775755,0.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
-6.938893903907228e-18,820,0.0,100.0,0.9785595727604731,10.751049347692886,4.757752480721429e-14,0.0
-6.938893903907228e-18,910,0.0,100.0,0.9785595727604731,10.751049347692886,4.757752480721429e-14,0.0
0.005399999999999992,280,672.7076524757106,0.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
0.005399999999999992,370,613.870636168161,0.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
-6.938893903907228e-18,640,0.0,100.0,0.9785595727604731,10.751049347692886,4.757752480721429e-14,0.0
-6.938893903907228e-18,730,0.0,100.0,0.9785595727604731,10.751049347692886,4.757752480721429e-14,0.0
-6.938893903907228e-18,370,0.0,100.0,0.9785595727604731,10.751049347692886,4.757752480721429e-14,0.0
0.005399999999999992,190,732.0036363548072,0.0,0.914108355305225,44.22990644820156,0.1979353790589694,0.08104192735343384
-6.938893903907228e-18,280,0.0,100.0,0.9785595727604731,10.751049347692886,4.757752480721429e-14,0.0
